BaciaCodigo,SubBaciaCodigo,RioCodigo,RioNome,nmEstado,nmMunicipio,ResponsavelSigla,Codigo,Nome,Latitude,Longitude,Altitude,AreaDrenagem,PeriodoTelemetricaInicio,PeriodoTelemetricaFim,Operando,TipoEstacao,TemChuva
4,49,,,ALAGOAS,PÃO DE AÇÚCAR,INMET,937034,PÃO DE AÇÚCAR,-9.7658,-37.4478,19,,2007-07-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,SANTANA DO IPANEMA,INMET,937035,SANTANA DO IPANEMA,-9.4,-37.0833,205,,,,0,2,Não
4,49,,,ALAGOAS,SANTANA DO IPANEMA,CODEVASF,937038,SANTANA DO IPANEMA,-9.3667,-37.25,250,,,,0,2,Não
4,49,,,ALAGOAS,BATALHA,ANA,937040,CAPIVARA II,-9.7831,-37.0081,,,,,1,2,Sim
4,49,,,ALAGOAS,BELO MONTE,AXIA NORDESTE,937042,BELO MONTE,-9.8167,-37.2833,,,,,1,2,Não
4,49,,,ALAGOAS,BATALHA,ANA,937043,BATALHA,-9.6622,-37.1225,,,2012-04-01 00:00:00,2019-02-01 00:00:00,0,2,Não
4,49,,,ALAGOAS,PIRANHAS,AXIA NORDESTE,937047,UHE XINGÓ JUSANTE 1,-9.6264,-37.7567,130,,2019-03-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,TRAIPU,AXIA NORDESTE,937048,UHE XINGÓ JUSANTE 2,-9.9725,-37.0025,40,,2019-03-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,SANTANA DO IPANEMA,SEMARH-AL,937050,SANTANA DO IPANEMA - HIDRO,-9.3731,-37.2467,,,2020-07-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,DOIS RIACHOS,SEMARH-AL,937052,DOIS RIACHOS,-9.3864,-37.0897,,,2024-02-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,MATA GRANDE,SEMARH-AL,937053,MATA GRANDE,-9.1183,-37.7289,,,2021-01-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,OLHO D'ÁGUA DO CASA,SEMARH-AL,937054,OLHO D´ÁGUA DO CASADO,-9.5036,-37.8267,,,2023-05-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,SENADOR RUI PALMEIR,SEMARH-AL,937055,SENADOR RUI PALMEIRA,-9.4567,-37.4492,,,2022-01-01 00:00:00,,1,2,Sim
4,49,,,ALAGOAS,PARICONHA,SEMARH-AL,937056,PARICONHA - MET,-9.2558,-37.9989,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,POÇO DAS TRINCHEIRA,SEMARH-AL,937057,Poço das  Trincheiras,-9.3061,-37.2847,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,CARNEIROS,SEMARH-AL,937058,Carneiros,-9.4833,-37.3783,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,OLIVENÇA,SEMARH-AL,937059,Olivença,-9.5169,-37.1872,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,OLHO D'ÁGUA DAS FLO,SEMARH-AL,937060,OLHO D'AGUA DAS FLORES,-9.5286,-37.2647,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,MONTEIRÓPOLIS,SEMARH-AL,937061,MONTEIRÓPOLIS,-9.5783,-37.3006,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,JACARÉ DOS HOMENS,SEMARH-AL,937062,JACARÉ DOS HOMENS,-9.6383,-37.21,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,PALESTINA,SEMARH-AL,937063,Palestina,-9.6689,-37.3244,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,BELO MONTE,SEMARH-AL,937064,BELO MONTE,-9.8281,-37.2733,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,BATALHA,SEMARH-AL,937066,BATALHA,-9.6681,-37.1306,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,DELMIRO GOUVÉIA,AXIA NORDESTE,938032,UHE APOLÔNIO SALES (MOXOTÓ) BARRAMENTO,-9.3575,-38.2075,230,,2018-09-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,IGREJA NOVA,DNOCS,1036003,IGREJA NOVA,-10.1167,-36.65,17,,,,1,2,Sim
4,49,,,ALAGOAS,PENEDO,DNOCS,1036004,PENEDO,-10.2833,-36.5833,28,,,,1,2,Sim
4,49,,,ALAGOAS,PENEDO,ANA,1036005,PENEDO,-10.285,-36.5564,28,,,,1,2,Sim
4,49,,,ALAGOAS,PENEDO,DNOS,1036006,PENEDO,-10.2833,-36.5833,15,,,,0,2,Não
4,49,,,ALAGOAS,PIAÇABUÇÚ,ANA,1036007,PIAÇABUÇÚ,-10.4064,-36.4261,10,,,,1,2,Sim
4,49,,,ALAGOAS,PIAÇABUÇÚ,SEMARH-AL,1036008,PIAÇABUÇÚ,-10.4053,-36.4219,18,,,,0,2,Sim
4,49,,,ALAGOAS,PORTO REAL DO COLÉG,DNOCS,1036009,PORTO REAL DO COLÉGIO,-10.1833,-36.8333,30,,,,1,2,Sim
4,49,,,ALAGOAS,CORURIPE,SUDENE,1036011,COLÔNIA PINDORAMA,-10.1167,-36.4,110,,,,0,2,Sim
3,39,,,ALAGOAS,CORURIPE,INMET,1036012,CORURIPE,-10.1286,-36.2864,74,,2002-01-01 00:00:00,,1,2,Sim
3,39,,,ALAGOAS,CORURIPE,DNOCS,1036013,CORURIPE,-10.1167,-36.1667,10,,,,1,2,Sim
4,49,,,ALAGOAS,PENEDO,CODEVASF,1036041,PENEDO,-10.3,-36.5667,,,,,0,2,Não
4,49,,,ALAGOAS,PORTO REAL DO COLÉG,CODEVASF,1036042,PORTO REAL DO COLÉGIO,-10.1667,-36.75,,,,,0,2,Não
4,49,,,ALAGOAS,IGREJA NOVA,CODEVASF,1036043,SÍTIO CARIRI,-10.1167,-36.7667,,,,,0,2,Sim
4,49,,,ALAGOAS,CAMPO GRANDE,CODEVASF,1036044,POÇO DOS BOIS,-10.0333,-36.7333,,,,,0,2,Sim
4,49,,,ALAGOAS,OLHO D'ÁGUA GRANDE,CODEVASF,1036045,CAMARÃO,-10.0167,-36.7667,,,,,0,2,Sim
4,49,,,ALAGOAS,OLHO D'ÁGUA GRANDE,CODEVASF,1036046,GOMES NETO,-10.05,-36.8,,,,,0,2,Não
4,49,,,ALAGOAS,PIAÇABUÇÚ,DNOCS,1036050,PONTAL DA BARRA,-10.4833,-36.4,,,,,1,2,Sim
4,49,,,ALAGOAS,IGREJA NOVA,CODEVASF,1036051,PALMEIRA ALTA,-10.1,-36.4,,,,,0,2,Sim
4,49,,,ALAGOAS,PORTO REAL DO COLÉG,INMET,1036055,PORTO REAL DO COLÉGIO,-10.2,-36.5167,,,,,1,2,Não
3,39,,,ALAGOAS,CORURIPE,ANA,1036062,CAMAÇARI,-10.0314,-36.3039,50,,,,1,2,Sim
4,49,,,ALAGOAS,PIAÇABUÇÚ,AXIA NORDESTE,1036064,PIAÇABUÇÚ,-10.4056,-36.4364,,,,,1,2,Não
4,49,,,ALAGOAS,PENEDO,SEMARH-AL,1036065,PAISA,-10.2831,-36.5833,,,,,0,2,Não
3,39,,,ALAGOAS,CORURIPE,SEMARH-AL,1036066,CORURIPE,-10.0833,-36.2831,,,,,0,2,Não
3,39,,,ALAGOAS,JEQUIÁ DA PRAIA,SEMARH-AL,1036069,JEQUIÁ DA PRAIA,-10.0103,-36.0272,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,SÃO BRÁS,SEMARH-AL,1036070,São Brás,-10.1271,-36.8967,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,IGREJA NOVA,SEMARH-AL,1036071,IGREJA NOVA,-10.1322,-36.6519,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,PORTO REAL DO COLÉG,SEMARH-AL,1036072,PORTO REAL DO COLÉGIO,-10.192,-36.8318,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,PENEDO,SEMARH-AL,1036073,PENEDO - MET,-10.2869,-36.544,,,2025-01-01 00:00:00,,1,2,Não
4,49,,,ALAGOAS,PIAÇABUÇÚ,SEMARH-AL,1036074,Piaçabuçu,-10.4078,-36.4289,,,2025-01-01 00:00:00,,1,2,Não
